year,id_,marital,race,rincome,partyid,relig,denom
2014.0,666.0,Married,Black,$6000 to 6999,Not str democrat,Protestant,Baptist-dk which
2014.0,667.0,Never married,White,$25000 or more,"Ind,near rep",None,Not applicable
2014.0,668.0,Never married,Black,Not applicable,Independent,Protestant,Baptist-dk which
2014.0,669.0,Divorced,White,$25000 or more,Independent,Catholic,Not applicable
2014.0,670.0,Married,White,Not applicable,"Ind,near rep",None,Not applicable
2014.0,671.0,Never married,White,$5000 to 5999,Not str republican,Catholic,Not applicable
2014.0,672.0,Never married,White,Refused,No answer,None,Not applicable
2014.0,673.0,Married,Black,$25000 or more,Strong democrat,Protestant,No denomination
2014.0,674.0,Married,White,$25000 or more,Independent,Catholic,Not applicable
2014.0,675.0,Married,Black,$15000 - 19999,Independent,Christian,No denomination
2014.0,676.0,Separated,White,Not applicable,Strong democrat,Catholic,Not applicable
2014.0,677.0,Married,White,Not applicable,Independent,Protestant,Other
2014.0,678.0,Married,White,Refused,Strong republican,Catholic,Not applicable
2014.0,679.0,Never married,Other,Not applicable,Not str democrat,Catholic,Not applicable
2014.0,680.0,Never married,White,Not applicable,Not str democrat,Catholic,Not applicable
2014.0,681.0,Married,Other,$25000 or more,Not str democrat,Catholic,Not applicable
2014.0,682.0,Never married,White,$25000 or more,"Ind,near dem",Catholic,Not applicable
2014.0,683.0,Married,Other,Not applicable,Independent,Catholic,Not applicable
2014.0,684.0,Divorced,White,$25000 or more,Not str democrat,None,Not applicable
2014.0,685.0,Married,White,$25000 or more,Independent,Catholic,Not applicable
2014.0,686.0,Never married,White,$25000 or more,Independent,Catholic,Not applicable
2014.0,687.0,Married,White,$15000 - 19999,Not str republican,Catholic,Not applicable
2014.0,688.0,Never married,White,$25000 or more,Strong republican,Protestant,Other
2014.0,689.0,Divorced,White,Not applicable,Not str republican,Protestant,Other baptists
2014.0,690.0,Divorced,White,$25000 or more,Not str democrat,None,Not applicable
2014.0,691.0,Married,White,Lt $1000,Not str republican,Catholic,Not applicable
2014.0,692.0,Married,White,Not applicable,"Ind,near rep",Protestant,Baptist-dk which
2014.0,693.0,Never married,White,Not applicable,Other party,Catholic,Not applicable
2014.0,694.0,Married,White,Not applicable,Strong republican,Protestant,Southern baptist
2014.0,695.0,Never married,White,$20000 - 24999,Independent,None,Not applicable
2014.0,696.0,Never married,White,$25000 or more,Strong republican,Catholic,Not applicable
2014.0,697.0,Married,White,$25000 or more,Strong republican,Christian,No denomination
2014.0,698.0,Never married,White,$25000 or more,Independent,Protestant,Episcopal
2014.0,699.0,Married,White,Not applicable,Independent,Christian,No denomination
2014.0,700.0,Married,White,Not applicable,"Ind,near rep",Protestant,No denomination
2014.0,701.0,Never married,Black,$25000 or more,Strong democrat,Protestant,Nat bapt conv of am
2014.0,702.0,Widowed,Black,Not applicable,Strong democrat,Protestant,Other
2014.0,703.0,Never married,Black,$10000 - 14999,Not str democrat,Protestant,Baptist-dk which
2014.0,704.0,Never married,Black,$20000 - 24999,Not str democrat,Protestant,Southern baptist
2014.0,705.0,Divorced,White,$25000 or more,Strong republican,Protestant,Southern baptist
2014.0,706.0,Widowed,White,$3000 to 3999,"Ind,near dem",Protestant,Baptist-dk which
2014.0,707.0,Widowed,White,$25000 or more,"Ind,near dem",Protestant,Southern baptist
2014.0,708.0,Divorced,White,Not applicable,Strong republican,Protestant,Southern baptist
2014.0,709.0,Married,White,$25000 or more,Strong republican,Catholic,Not applicable
2014.0,710.0,Married,White,$1000 to 2999,Not str republican,Protestant,Baptist-dk which
2014.0,711.0,Married,White,Don't know,"Ind,near dem",Catholic,Not applicable
2014.0,712.0,Married,White,Not applicable,Other party,Protestant,Other
2014.0,713.0,Widowed,White,Not applicable,Not str republican,Protestant,Southern baptist
2014.0,714.0,Married,Black,$25000 or more,Strong democrat,Protestant,No denomination
2014.0,715.0,Married,Other,$8000 to 9999,"Ind,near dem",Moslem/islam,Not applicable
2014.0,716.0,Never married,Other,Not applicable,"Ind,near dem",Other eastern,Not applicable
2014.0,717.0,Never married,White,Not applicable,Independent,Protestant,No denomination
2014.0,718.0,Never married,Black,$8000 to 9999,Strong democrat,Protestant,Southern baptist
2014.0,719.0,Never married,Black,$10000 - 14999,Strong democrat,Protestant,Baptist-dk which
2014.0,720.0,Never married,Black,$25000 or more,Strong democrat,Protestant,Afr meth ep zion
2014.0,721.0,Married,Black,Not applicable,Other party,Catholic,Not applicable
2014.0,722.0,Separated,Black,$3000 to 3999,Strong democrat,Protestant,Other
2014.0,723.0,Married,Other,$25000 or more,Independent,Protestant,Other
2014.0,724.0,Never married,White,$20000 - 24999,Not str democrat,Catholic,Not applicable
2014.0,725.0,Never married,White,Not applicable,Strong democrat,Catholic,Not applicable
2014.0,726.0,Never married,White,Not applicable,Not str republican,None,Not applicable
2014.0,727.0,Married,White,Not applicable,Not str democrat,Catholic,Not applicable
2014.0,728.0,Married,White,$25000 or more,Not str republican,Protestant,Methodist-dk which
2014.0,729.0,Divorced,Black,$25000 or more,Strong democrat,Protestant,Baptist-dk which
2014.0,730.0,Married,White,$25000 or more,Independent,Protestant,Southern baptist
2014.0,731.0,Married,White,$25000 or more,Not str republican,Protestant,United methodist
2014.0,732.0,Never married,Black,$3000 to 3999,Not str democrat,Protestant,Afr meth ep zion
2014.0,733.0,Divorced,Black,$25000 or more,Strong democrat,Protestant,Baptist-dk which
2014.0,734.0,Married,White,$25000 or more,Strong republican,Protestant,Southern baptist
2014.0,735.0,Divorced,White,Not applicable,Not str republican,Protestant,Other
2014.0,736.0,Married,White,$25000 or more,Strong republican,Protestant,No denomination
2014.0,737.0,Married,White,Refused,Independent,Protestant,Southern baptist
2014.0,738.0,Never married,White,$25000 or more,Not str republican,Protestant,Southern baptist
2014.0,739.0,Divorced,White,$1000 to 2999,"Ind,near dem",Protestant,Southern baptist
2014.0,740.0,Married,White,Not applicable,Not str republican,Protestant,Southern baptist
2014.0,741.0,Married,Black,$25000 or more,Strong democrat,Christian,No denomination
2014.0,742.0,Divorced,Black,$4000 to 4999,Strong democrat,None,Not applicable
2014.0,743.0,Never married,Black,Not applicable,Strong republican,Christian,No denomination
2014.0,744.0,Divorced,Black,$25000 or more,Not str democrat,Protestant,Southern baptist
2014.0,745.0,Married,White,Not applicable,Independent,Christian,No denomination
2014.0,746.0,Separated,Black,$25000 or more,Strong democrat,Protestant,Nat bapt conv of am
2014.0,747.0,Widowed,Black,Not applicable,Strong democrat,Protestant,Am baptist asso
2014.0,748.0,Married,White,$25000 or more,"Ind,near rep",Catholic,Not applicable
2014.0,749.0,Married,White,$10000 - 14999,"Ind,near dem",None,Not applicable
2014.0,750.0,Married,White,$15000 - 19999,Independent,Protestant,Other
2014.0,751.0,Separated,White,Not applicable,Not str democrat,Catholic,Not applicable
2014.0,752.0,Married,White,$20000 - 24999,Strong republican,Protestant,Am baptist asso
2014.0,753.0,Never married,Black,Not applicable,Not str democrat,Protestant,Baptist-dk which
2014.0,754.0,Widowed,Black,Not applicable,Not str democrat,Protestant,Southern baptist
2014.0,755.0,Never married,Black,Not applicable,Strong democrat,Catholic,Not applicable
2014.0,756.0,Never married,Black,$25000 or more,Strong democrat,Protestant,Southern baptist
2014.0,757.0,Widowed,Black,Not applicable,Strong democrat,Protestant,Baptist-dk which
2014.0,758.0,Married,Black,$25000 or more,Strong democrat,Protestant,Episcopal
2014.0,759.0,Never married,Black,$3000 to 3999,"Ind,near dem",None,Not applicable
2014.0,760.0,Separated,White,Not applicable,Strong republican,Catholic,Not applicable
2014.0,761.0,Married,White,$20000 - 24999,Independent,None,Not applicable
2014.0,762.0,Divorced,White,Not applicable,Strong democrat,Christian,No denomination
2014.0,763.0,Divorced,White,Not applicable,Not str democrat,Catholic,Not applicable
2014.0,764.0,Widowed,Other,Not applicable,Independent,Catholic,Not applicable
2014.0,765.0,Separated,White,$10000 - 14999,Independent,None,Not applicable
2014.0,766.0,Married,White,$25000 or more,Not str democrat,None,Not applicable
2014.0,767.0,Married,Black,$25000 or more,Strong democrat,Protestant,Episcopal
2014.0,768.0,Married,White,Not applicable,Not str democrat,Catholic,Not applicable
2014.0,769.0,Widowed,Black,$10000 - 14999,Not str democrat,Protestant,Afr meth episcopal
2014.0,770.0,Married,White,$25000 or more,"Ind,near rep",Moslem/islam,Not applicable
2014.0,771.0,Never married,White,$4000 to 4999,Strong democrat,None,Not applicable
2014.0,772.0,Married,White,$25000 or more,Not str democrat,None,Not applicable
2014.0,773.0,Never married,White,$25000 or more,"Ind,near rep",None,Not applicable
2014.0,774.0,Married,White,Not applicable,Independent,Catholic,Not applicable
2014.0,775.0,Married,White,Not applicable,"Ind,near dem",None,Not applicable
2014.0,776.0,Widowed,White,Not applicable,Strong democrat,Jewish,Not applicable
2014.0,777.0,Never married,Black,$4000 to 4999,Not str democrat,Christian,No denomination
2014.0,778.0,Divorced,Other,$15000 - 19999,Not str democrat,Catholic,Not applicable
2014.0,779.0,Married,White,Not applicable,Not str democrat,Protestant,No denomination
2014.0,780.0,Never married,Black,Not applicable,Not str democrat,None,Not applicable
2014.0,781.0,Never married,White,$25000 or more,Not str republican,None,Not applicable
2014.0,782.0,Divorced,White,$25000 or more,Not str republican,Catholic,Not applicable
2014.0,783.0,Married,Other,$20000 - 24999,Independent,None,Not applicable
2014.0,784.0,Married,White,Not applicable,Independent,None,Not applicable
2014.0,785.0,Married,Other,Refused,"Ind,near rep",Catholic,Not applicable
2014.0,786.0,Married,White,Refused,Independent,Christian,No denomination
2014.0,787.0,Married,White,$25000 or more,Independent,Protestant,Lutheran-mo synod
2014.0,788.0,Married,White,Not applicable,Not str democrat,Catholic,Not applicable
2014.0,789.0,Never married,White,$25000 or more,Strong democrat,Catholic,Not applicable
2014.0,790.0,Divorced,Black,Lt $1000,"Ind,near dem",None,Not applicable
2014.0,791.0,Divorced,Black,Not applicable,Strong democrat,Christian,No denomination
2014.0,792.0,Separated,Black,$25000 or more,Not str republican,Protestant,Am bapt ch in usa
2014.0,793.0,Never married,Black,$4000 to 4999,No answer,Protestant,Nat bapt conv of am
2014.0,794.0,Never married,Black,$5000 to 5999,Strong democrat,Christian,No denomination
2014.0,795.0,Separated,Black,Not applicable,Strong democrat,None,Not applicable
2014.0,796.0,Never married,Black,Not applicable,Strong democrat,Catholic,Not applicable
2014.0,797.0,Never married,Black,Not applicable,Not str democrat,Protestant,Am bapt ch in usa
2014.0,798.0,Never married,Black,$5000 to 5999,Not str republican,Protestant,Baptist-dk which
2014.0,799.0,Married,Black,$25000 or more,Strong democrat,Christian,No denomination
2014.0,800.0,Never married,White,Not applicable,Independent,None,Not applicable
2014.0,801.0,Widowed,White,$25000 or more,"Ind,near rep",Protestant,Other
2014.0,802.0,Never married,White,$8000 to 9999,"Ind,near dem",Protestant,Other
2014.0,803.0,Married,White,$25000 or more,Not str democrat,Catholic,Not applicable
2014.0,804.0,Married,White,Not applicable,Strong republican,Protestant,Presbyterian-dk wh
2014.0,805.0,Divorced,White,$25000 or more,Not str democrat,Catholic,Not applicable
2014.0,806.0,Married,White,$25000 or more,Strong democrat,None,Not applicable
2014.0,807.0,Married,White,$25000 or more,Strong republican,Protestant,Presbyterian-dk wh
2014.0,808.0,Married,White,$25000 or more,Not str republican,Catholic,Not applicable
2014.0,809.0,Never married,White,Not applicable,Not str republican,Catholic,Not applicable
2014.0,810.0,Never married,Other,$25000 or more,"Ind,near dem",Protestant,Am lutheran
2014.0,811.0,Married,White,Not applicable,Strong democrat,Catholic,Not applicable
2014.0,812.0,Never married,Black,Not applicable,Strong democrat,Protestant,Am baptist asso
2014.0,813.0,Married,White,Not applicable,Strong republican,Catholic,Not applicable
2014.0,814.0,Never married,White,$1000 to 2999,Independent,None,Not applicable
2014.0,815.0,Never married,Black,$15000 - 19999,"Ind,near dem",Protestant,Other
2014.0,816.0,Married,White,Not applicable,"Ind,near rep",Protestant,Methodist-dk which
2014.0,817.0,Never married,Black,$20000 - 24999,Strong democrat,Protestant,Am bapt ch in usa
2014.0,818.0,Married,White,$10000 - 14999,Not str democrat,Christian,No denomination
2014.0,819.0,Never married,Black,Not applicable,"Ind,near dem",None,Not applicable
2014.0,820.0,Never married,White,$25000 or more,Strong democrat,None,Not applicable
2014.0,821.0,Never married,White,$6000 to 6999,Independent,None,Not applicable
2014.0,822.0,Divorced,White,Not applicable,Not str republican,Protestant,Other
2014.0,823.0,Separated,White,Not applicable,Strong democrat,Christian,No denomination
2014.0,824.0,Never married,White,Not applicable,Not str republican,Catholic,Not applicable
2014.0,825.0,Widowed,White,Not applicable,Strong republican,Protestant,Baptist-dk which
2014.0,826.0,Separated,White,$10000 - 14999,"Ind,near rep",None,Not applicable
2014.0,827.0,Never married,White,$25000 or more,"Ind,near dem",None,Not applicable
2014.0,828.0,Never married,White,Not applicable,Independent,None,Not applicable
2014.0,829.0,Married,White,$25000 or more,Independent,Protestant,Other
2014.0,830.0,Married,White,Not applicable,Independent,Protestant,Am baptist asso
2014.0,831.0,Married,White,$25000 or more,Strong democrat,Protestant,Lutheran-mo synod
2014.0,832.0,Never married,White,Not applicable,Independent,None,Not applicable
2014.0,833.0,Never married,Black,$20000 - 24999,Strong democrat,Christian,No denomination
2014.0,834.0,Never married,Other,Not applicable,Independent,Catholic,Not applicable
2014.0,835.0,Married,White,Refused,"Ind,near dem",Catholic,Not applicable
2014.0,836.0,Never married,Black,$25000 or more,Other party,None,Not applicable
2014.0,837.0,Married,White,Not applicable,"Ind,near dem",Catholic,Not applicable
2014.0,838.0,Married,White,$25000 or more,Not str democrat,None,Not applicable
2014.0,839.0,Never married,White,Not applicable,Strong democrat,None,Not applicable
2014.0,840.0,Married,White,$25000 or more,"Ind,near dem",Catholic,Not applicable
2014.0,841.0,Married,White,$25000 or more,"Ind,near dem",None,Not applicable
2014.0,842.0,Married,White,Not applicable,"Ind,near rep",Protestant,Baptist-dk which
2014.0,843.0,Divorced,White,$25000 or more,Other party,Catholic,Not applicable
2014.0,844.0,Married,White,$25000 or more,"Ind,near rep",Jewish,Not applicable
2014.0,845.0,Married,Other,$25000 or more,Not str democrat,None,Not applicable
2014.0,846.0,Married,Other,$20000 - 24999,Not str democrat,None,Not applicable
2014.0,847.0,Married,White,Not applicable,Strong democrat,None,Not applicable
2014.0,848.0,Married,White,Not applicable,Strong democrat,None,Not applicable
2014.0,849.0,Divorced,White,$25000 or more,Not str democrat,Catholic,Not applicable
2014.0,850.0,Married,White,$1000 to 2999,"Ind,near rep",Protestant,No denomination
2014.0,851.0,Married,White,$5000 to 5999,"Ind,near dem",Inter-nondenominational,Not applicable
2014.0,852.0,Never married,White,Not applicable,Independent,None,Not applicable
2014.0,853.0,Widowed,White,Not applicable,"Ind,near dem",Protestant,Episcopal
2014.0,854.0,Divorced,White,Not applicable,Not str democrat,None,Not applicable
2014.0,855.0,Married,White,$1000 to 2999,"Ind,near dem",None,Not applicable
2014.0,856.0,Divorced,White,Not applicable,"Ind,near dem",Protestant,Baptist-dk which
2014.0,857.0,Never married,White,Refused,Strong democrat,Protestant,Lutheran-dk which
2014.0,858.0,Never married,Black,Not applicable,Strong democrat,Protestant,Other
2014.0,859.0,Never married,Other,$25000 or more,Not str democrat,None,Not applicable
2014.0,860.0,Married,White,$20000 - 24999,"Ind,near dem",None,Not applicable
2014.0,861.0,Never married,White,$25000 or more,Independent,None,Not applicable
2014.0,862.0,Never married,White,$25000 or more,Strong democrat,None,Not applicable
2014.0,863.0,Never married,White,$25000 or more,Strong democrat,None,Not applicable
2014.0,864.0,Married,White,$15000 - 19999,Not str democrat,Protestant,Other lutheran
2014.0,865.0,Widowed,White,Refused,Strong democrat,None,Not applicable
2014.0,866.0,Married,White,$25000 or more,Not str democrat,Protestant,Baptist-dk which
2014.0,867.0,Divorced,White,$25000 or more,Independent,Catholic,Not applicable
2014.0,868.0,Married,White,$25000 or more,"Ind,near rep",Protestant,Methodist-dk which
2014.0,869.0,Separated,Other,Not applicable,Strong democrat,Catholic,Not applicable
2014.0,870.0,Married,Other,Not applicable,Independent,Catholic,Not applicable
2014.0,871.0,Married,White,$25000 or more,Independent,Protestant,United pres ch in us
2014.0,872.0,Married,White,$25000 or more,"Ind,near rep",Protestant,Episcopal
2014.0,873.0,Never married,White,$25000 or more,Not str republican,Protestant,No denomination
2014.0,874.0,Divorced,White,$25000 or more,Strong republican,Catholic,Not applicable
2014.0,875.0,Married,White,$25000 or more,Not str republican,Protestant,Southern baptist
2014.0,876.0,Married,Other,Not applicable,Independent,None,Not applicable
2014.0,877.0,Married,White,$25000 or more,"Ind,near rep",Christian,No denomination
2014.0,878.0,Divorced,White,$25000 or more,Other party,None,Not applicable
2014.0,879.0,Married,Black,$25000 or more,Independent,Christian,No denomination
2014.0,880.0,Married,White,$25000 or more,Independent,Protestant,Other
2014.0,881.0,Divorced,White,$15000 - 19999,Independent,None,Not applicable
2014.0,882.0,Never married,White,$4000 to 4999,"Ind,near dem",Christian,No denomination
2014.0,883.0,Married,White,Not applicable,Not str democrat,Protestant,No denomination
2014.0,884.0,Never married,White,$20000 - 24999,Other party,Catholic,Not applicable
2014.0,885.0,Divorced,White,Not applicable,Strong democrat,None,Not applicable
2014.0,886.0,Married,White,Not applicable,Not str democrat,Catholic,Not applicable
2014.0,887.0,Never married,Black,$10000 - 14999,Not str democrat,None,Not applicable
2014.0,888.0,Divorced,White,Not applicable,Independent,Christian,No denomination
2014.0,889.0,Never married,White,$25000 or more,Strong republican,Protestant,Other
2014.0,890.0,Married,White,$20000 - 24999,Not str democrat,Catholic,Not applicable
2014.0,891.0,Never married,White,$25000 or more,Not str republican,Christian,No denomination
2014.0,892.0,Married,White,$25000 or more,Not str republican,Protestant,Other
2014.0,893.0,Never married,White,$25000 or more,Not str republican,Protestant,No denomination
2014.0,894.0,Never married,Black,$10000 - 14999,Not str democrat,Protestant,Baptist-dk which
2014.0,895.0,Married,White,$25000 or more,"Ind,near rep",None,Not applicable
2014.0,896.0,Never married,White,Refused,Other party,Protestant,No denomination
2014.0,897.0,Married,White,$20000 - 24999,Not str republican,Protestant,Other
2014.0,898.0,Never married,White,$25000 or more,Not str republican,None,Not applicable
2014.0,899.0,Never married,Black,$25000 or more,Not str democrat,Protestant,Baptist-dk which
2014.0,900.0,Never married,White,$20000 - 24999,Not str republican,None,Not applicable
2014.0,901.0,Married,Black,$25000 or more,Strong democrat,Protestant,United methodist
2014.0,902.0,Never married,White,$20000 - 24999,Independent,None,Not applicable
2014.0,903.0,Never married,White,$10000 - 14999,"Ind,near rep",Protestant,Other
2014.0,904.0,Divorced,White,$15000 - 19999,Independent,Catholic,Not applicable
2014.0,905.0,Married,Black,$25000 or more,Independent,Protestant,United methodist
2014.0,906.0,Never married,White,Not applicable,Not str democrat,Protestant,Other
2014.0,907.0,Divorced,White,$25000 or more,Strong republican,None,Not applicable
2014.0,908.0,Never married,Other,Not applicable,Independent,None,Not applicable
2014.0,909.0,Never married,Other,$25000 or more,Independent,None,Not applicable
2014.0,910.0,Never married,Other,Not applicable,Independent,Native american,Not applicable
2014.0,911.0,Divorced,Other,$20000 - 24999,Not str democrat,Protestant,Presbyterian-dk wh
2014.0,912.0,Never married,Other,Not applicable,Not str democrat,None,Not applicable
2014.0,913.0,Never married,Other,Not applicable,Strong democrat,Catholic,Not applicable
2014.0,914.0,Never married,Other,$3000 to 3999,Independent,Catholic,Not applicable
2014.0,915.0,Never married,Other,$5000 to 5999,Not str democrat,Catholic,Not applicable
2014.0,916.0,Never married,Black,Lt $1000,Independent,Moslem/islam,Not applicable
2014.0,917.0,Never married,Black,Not applicable,"Ind,near dem",None,Not applicable
2014.0,918.0,Divorced,Black,$15000 - 19999,Strong democrat,Protestant,No denomination
2014.0,919.0,Divorced,Black,$25000 or more,Strong democrat,None,Not applicable
2014.0,920.0,Married,White,$25000 or more,Not str republican,Protestant,Evangelical luth
2014.0,921.0,Married,White,$25000 or more,Strong republican,Protestant,Lutheran-mo synod
2014.0,922.0,Married,White,$25000 or more,Strong republican,None,Not applicable
2014.0,923.0,Married,White,$25000 or more,Strong republican,Protestant,Other
2014.0,924.0,Married,White,$25000 or more,Strong republican,Catholic,Not applicable
2014.0,925.0,Married,White,$20000 - 24999,"Ind,near rep",Protestant,Evangelical luth
2014.0,926.0,Married,Other,Not applicable,Strong republican,Buddhism,Not applicable
2014.0,927.0,Married,White,Not applicable,Strong democrat,Catholic,Not applicable
2014.0,928.0,Widowed,White,Not applicable,Independent,Protestant,Evangelical luth
2014.0,929.0,Married,White,Not applicable,Not str republican,Protestant,Lutheran-dk which
2014.0,930.0,Never married,White,$25000 or more,Not str democrat,Protestant,Lutheran-dk which
2014.0,931.0,Married,White,Not applicable,Strong democrat,Protestant,Other
2014.0,932.0,Divorced,White,$25000 or more,Not str democrat,Catholic,Not applicable
2014.0,933.0,Never married,White,$25000 or more,Not str republican,Protestant,No denomination
2014.0,934.0,Never married,White,$25000 or more,"Ind,near rep",None,Not applicable
2014.0,935.0,Married,White,$25000 or more,Independent,None,Not applicable
2014.0,936.0,Married,White,Not applicable,Not str democrat,Christian,No denomination
2014.0,937.0,Married,White,$25000 or more,Not str republican,Catholic,Not applicable
2014.0,938.0,Married,White,Not applicable,Independent,Catholic,Not applicable
2014.0,939.0,Widowed,White,Not applicable,Independent,Catholic,Not applicable
2014.0,940.0,Never married,White,Not applicable,Not str democrat,None,Not applicable
2014.0,941.0,Married,White,$10000 - 14999,Not str democrat,Catholic,Not applicable
2014.0,942.0,Never married,Other,Refused,Not str democrat,None,Not applicable
2014.0,943.0,Married,White,Refused,Independent,Catholic,Not applicable
2014.0,944.0,Divorced,Other,$25000 or more,Independent,Catholic,Not applicable
2014.0,945.0,Married,White,$25000 or more,Independent,Protestant,Other
2014.0,946.0,Widowed,White,Not applicable,Not str republican,Protestant,Other
2014.0,947.0,Married,White,$25000 or more,Independent,None,Not applicable
2014.0,948.0,Married,White,Not applicable,"Ind,near dem",Inter-nondenominational,Not applicable
2014.0,949.0,Married,White,Not applicable,"Ind,near rep",Protestant,Other
2014.0,950.0,Divorced,White,$25000 or more,"Ind,near rep",None,Not applicable
2014.0,951.0,Married,White,Not applicable,Not str democrat,Protestant,United methodist
2014.0,952.0,Married,White,Not applicable,Strong republican,Protestant,No denomination
2014.0,953.0,Married,White,$25000 or more,Not str democrat,Jewish,Not applicable
2014.0,954.0,Married,White,Not applicable,Not str republican,Protestant,Southern baptist
2014.0,955.0,Married,Other,$25000 or more,Not str republican,Catholic,Not applicable
2014.0,956.0,Divorced,White,$25000 or more,Independent,Catholic,Not applicable
2014.0,957.0,Married,White,$25000 or more,"Ind,near dem",Catholic,Not applicable
2014.0,958.0,Divorced,White,$25000 or more,Strong democrat,Catholic,Not applicable
2014.0,959.0,Never married,White,Not applicable,Not str democrat,Protestant,Other
2014.0,960.0,Married,White,$25000 or more,Not str republican,Protestant,No denomination
2014.0,961.0,Married,White,$25000 or more,Strong republican,Protestant,No denomination
2014.0,962.0,Never married,White,$20000 - 24999,Strong democrat,None,Not applicable
2014.0,963.0,Divorced,White,Lt $1000,Independent,None,Not applicable
2014.0,964.0,Married,Other,$15000 - 19999,Independent,Catholic,Not applicable
2014.0,965.0,Never married,White,$25000 or more,"Ind,near dem",None,Not applicable
2014.0,966.0,Divorced,White,Not applicable,"Ind,near dem",Protestant,Episcopal
2014.0,967.0,Never married,White,Not applicable,"Ind,near dem",Other,Not applicable
2014.0,968.0,Married,White,Not applicable,Not str republican,Protestant,Other
2014.0,969.0,Married,White,$20000 - 24999,Not str republican,Catholic,Not applicable
2014.0,970.0,Married,White,$7000 to 7999,"Ind,near rep",None,Not applicable
2014.0,971.0,Married,White,$25000 or more,Not str republican,Protestant,Am lutheran
2014.0,972.0,Widowed,White,Not applicable,Independent,Protestant,United methodist
2014.0,973.0,Married,White,$25000 or more,"Ind,near dem",Protestant,Episcopal
2014.0,974.0,Never married,White,$25000 or more,"Ind,near dem",None,Not applicable
2014.0,975.0,Married,White,Not applicable,"Ind,near dem",Protestant,No denomination
2014.0,976.0,Never married,White,Not applicable,"Ind,near rep",None,Not applicable
2014.0,977.0,Never married,White,Not applicable,Independent,None,Not applicable
2014.0,978.0,Divorced,White,$6000 to 6999,Independent,Other eastern,Not applicable
2014.0,979.0,Married,White,$25000 or more,"Ind,near rep",Catholic,Not applicable
2014.0,980.0,Married,White,$25000 or more,"Ind,near dem",None,Not applicable
2014.0,981.0,Married,White,$25000 or more,"Ind,near dem",Buddhism,Not applicable
2014.0,982.0,Never married,White,$3000 to 3999,"Ind,near dem",Protestant,Other
2014.0,983.0,Married,White,$25000 or more,Other party,Protestant,United methodist
2014.0,984.0,Married,White,Don't know,Other party,Jewish,Not applicable
2014.0,985.0,Never married,White,$25000 or more,Strong republican,Protestant,Other
2014.0,986.0,Married,White,Not applicable,Strong democrat,Protestant,Other
2014.0,987.0,Married,White,$25000 or more,Other party,Protestant,No denomination
2014.0,988.0,Married,White,$25000 or more,"Ind,near dem",Protestant,No denomination
2014.0,989.0,Married,White,$5000 to 5999,Strong republican,Protestant,No denomination
2014.0,990.0,Widowed,White,Not applicable,Not str republican,Protestant,Baptist-dk which
2014.0,991.0,Married,White,$25000 or more,Not str republican,Protestant,No denomination
2014.0,992.0,Never married,White,Not applicable,"Ind,near rep",None,Not applicable
2014.0,993.0,Never married,White,$25000 or more,"Ind,near dem",None,Not applicable
2014.0,994.0,Widowed,White,Not applicable,Independent,Protestant,Other
2014.0,995.0,Never married,White,Not applicable,Independent,Catholic,Not applicable
2014.0,996.0,Widowed,White,Not applicable,Strong democrat,Orthodox-christian,Not applicable
2014.0,997.0,Divorced,White,$4000 to 4999,"Ind,near rep",Catholic,Not applicable
2014.0,998.0,Never married,Black,Not applicable,Not str democrat,Catholic,Not applicable
2014.0,999.0,Never married,White,$25000 or more,Not str republican,None,Not applicable
2014.0,1e3,Never married,White,$10000 - 14999,"Ind,near rep",Catholic,Not applicable
2014.0,1001.0,Never married,White,$25000 or more,Other party,None,Not applicable
2014.0,1002.0,Never married,Black,$20000 - 24999,Not str democrat,Protestant,Baptist-dk which
2014.0,1003.0,Never married,White,$5000 to 5999,"Ind,near rep",Orthodox-christian,Not applicable
2014.0,1004.0,Never married,Black,$3000 to 3999,Not str republican,Protestant,Baptist-dk which
2014.0,1005.0,Never married,Black,$25000 or more,Strong democrat,Protestant,No denomination
2014.0,1006.0,Never married,Black,$10000 - 14999,Independent,No answer,No answer
2014.0,1007.0,Married,White,$20000 - 24999,Independent,Protestant,No denomination
2014.0,1008.0,Married,White,$20000 - 24999,Independent,None,Not applicable
2014.0,1009.0,Widowed,White,Not applicable,Independent,Protestant,Am baptist asso
2014.0,1010.0,Married,White,Not applicable,Strong democrat,Catholic,Not applicable
2014.0,1011.0,Never married,White,$20000 - 24999,Not str democrat,None,Not applicable
2014.0,1012.0,Married,White,Not applicable,"Ind,near rep",Catholic,Not applicable
2014.0,1013.0,Never married,White,$10000 - 14999,"Ind,near rep",None,Not applicable
2014.0,1014.0,Divorced,Other,$25000 or more,"Ind,near rep",Protestant,Presbyterian-dk wh
2014.0,1015.0,Married,White,Not applicable,"Ind,near dem",None,Not applicable
2014.0,1016.0,Never married,White,$25000 or more,"Ind,near rep",Catholic,Not applicable
2014.0,1017.0,Never married,Black,Refused,Strong democrat,None,Not applicable
2014.0,1018.0,Married,Black,$25000 or more,Strong democrat,Protestant,No denomination
2014.0,1019.0,Never married,Black,$25000 or more,Strong democrat,Protestant,Other methodist
2014.0,1020.0,Never married,Black,$25000 or more,Strong democrat,None,Not applicable
2014.0,1021.0,Married,Black,Not applicable,Strong democrat,None,Not applicable
2014.0,1022.0,Married,White,$25000 or more,Independent,Protestant,Am baptist asso
2014.0,1023.0,Married,White,$25000 or more,Strong democrat,Protestant,Other
